id,dataset_source,source_split,source_metadata_csv,source_image_path,image_path,image_file,width,height,aadb_score,aadb_relative_path,ava_mean_score,ava_vote_1,ava_dist_1,ava_vote_2,ava_dist_2,ava_vote_3,ava_dist_3,ava_vote_4,ava_dist_4,ava_vote_5,ava_dist_5,ava_vote_6,ava_dist_6,ava_vote_7,ava_dist_7,ava_vote_8,ava_dist_8,ava_vote_9,ava_dist_9,ava_vote_10,ava_dist_10,nima_mean_score,nima_unit_score,rgnet_score,alamp_score,available_models,weighted_aesthetic_score,balanced_comparison_score,score_delta_primary_minus_comparison,rank_primary,rank_comparison,rank_delta_primary_minus_comparison,primary_rank_percentile,selection_bucket,selected,teacher_subset_bucket,teacher_subset_id,teacher_comment_3line_raw,teacher_comment_3line,teacher_generation_error,teacher_worker_parse_mode,teacher_worker_raw_text,teacher_format_valid,teacher_clean_pre_audit,teacher_source_mode,teacher_model_name,teacher_comment_3line_original,teacher_comment_strength_line,teacher_comment_weakness_line,teacher_comment_verdict_line,teacher_audit_clean,teacher_repaired,teacher_worker_short_reason,teacher_worker_detailed_reason,teacher_worker_comparison_reason,teacher_worker_tags,teacher_worker_confidence
ava__train__933890.jpg__8939e297,ava,train,data/processed/ava/train.csv,data/raw/ava/images/933890.jpg,/home/omen_pc1/ava/images/933890.jpg,933890.jpg,799,595,,,5.746479,1.0,0.007042,3.0,0.021127,1.0,0.007042,15.0,0.105634,38.0,0.267606,47.0,0.330986,27.0,0.190141,7.0,0.049296,1.0,0.007042,2.0,0.014085,5.767504,0.529723,0.435827,0.35336,"['alamp', 'nima', 'rgnet']",0.403983,0.416925,-0.012942,2698,2668,30,0.899,rejected_low,False,rejected_low,teacher__160__ava__933890.jpg__3b3938f1,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,strict_json,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong light, limited separation""
},
{
	""short"": """",
	""long"": """"
}
]
}",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,"rejected: clean subject emphasis, busier background",'Clean subject emphasis. Busier background.,,[],
ava__test__48030.jpg__9c4ba29e,ava,test,data/processed/ava/test.csv,data/raw/ava/images/48030.jpg,/home/omen_pc1/ava/images/48030.jpg,48030.jpg,620,465,,,5.519149,3.0,0.012766,9.0,0.038298,18.0,0.076596,31.0,0.131915,63.0,0.268085,47.0,0.2,30.0,0.12766,20.0,0.085106,9.0,0.038298,5.0,0.021277,5.33683,0.48187,0.466042,0.432206,"['alamp', 'nima', 'rgnet']",0.450707,0.454882,-0.004175,2204,2222,-18,0.7343333333333333,rejected_low,False,rejected_low,teacher__161__ava__48030.jpg__3a8fb226,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,embedded_json,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""reason"": ""busy background distractions from the main focus of the image."",
""tags"": [""distraction""]
},
{
	""reason"": ""[",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,,,['distraction'],
ava__train__369804.jpg__7f06d7ff,ava,train,data/processed/ava/train.csv,data/raw/ava/images/369804.jpg,/home/omen_pc1/ava/images/369804.jpg,369804.jpg,640,160,,,4.13834,9.0,0.035573,23.0,0.090909,44.0,0.173913,71.0,0.280632,76.0,0.300395,21.0,0.083004,4.0,0.01581,3.0,0.011858,2.0,0.007905,0.0,0.0,5.75035,0.527817,0.453502,0.525771,"['alamp', 'nima', 'rgnet']",0.497068,0.493557,0.003511,1482,1574,-92,0.4936666666666666,middle_near_miss,False,middle_near_miss,teacher__162__ava__369804.jpg__22437a41,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the piano keys.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong subject emphasis in foreground with weaker background""
},
{
	""short"": """",",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the piano keys.",,[],
ava__test__14843.jpg__efc40a21,ava,test,data/processed/ava/test.csv,data/raw/ava/images/14843.jpg,/home/omen_pc1/ava/images/14843.jpg,14843.jpg,640,479,,,3.962366,13.0,0.069892,23.0,0.123656,34.0,0.182796,50.0,0.268817,41.0,0.22043,13.0,0.069892,6.0,0.032258,4.0,0.021505,1.0,0.005376,1.0,0.005376,5.275466,0.475052,0.438865,0.478506,"['alamp', 'nima', 'rgnet']",0.462304,0.460149,0.002155,2016,2144,-128,0.6716666666666666,middle_near_miss,False,middle_near_miss,teacher__163__ava__14843.jpg__60a8f2ce,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is the main focus of this image. The background is busy and distracting from the subject.""],
""comparison_reason"": [
{
""short\_reason"": ""clean subject emphasis"",
""long_reason"": ""[The image has a clear and focused subject with no other objects",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is the main focus of this image. The background is busy and distracting from the subject.",,[],
ava__train__574619.jpg__a8d8652f,ava,train,data/processed/ava/train.csv,data/raw/ava/images/574619.jpg,/home/omen_pc1/ava/images/574619.jpg,574619.jpg,482,720,,,5.043478,1.0,0.007246,6.0,0.043478,8.0,0.057971,32.0,0.231884,46.0,0.333333,28.0,0.202899,9.0,0.065217,4.0,0.028986,2.0,0.014493,2.0,0.014493,5.601173,0.511241,0.537753,0.518732,"['alamp', 'nima', 'rgnet']",0.525591,0.526168,-0.000577,1068,1098,-30,0.3556666666666667,middle_near_miss,False,middle_near_miss,teacher__164__ava__574619.jpg__4b9c8ab2,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the baby."", ""The image has a clear and well-defined composition with good separation between the subjects.""],
""comparison_reason"": [
{
""short\_reason"": ""clean subject emphasis"",
""long_reason"": ""[The",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the baby."", ""The image has a clear and well-defined composition with good separation between the subjects.",,[],
ava__train__771080.jpg__276f2cdf,ava,train,data/processed/ava/train.csv,data/raw/ava/images/771080.jpg,/home/omen_pc1/ava/images/771080.jpg,771080.jpg,444,720,,,5.611002,2.0,0.003929,2.0,0.003929,19.0,0.037328,58.0,0.113949,166.0,0.32613,150.0,0.294695,78.0,0.153242,25.0,0.049116,5.0,0.009823,4.0,0.007859,6.29555,0.588394,0.412878,0.438927,"['alamp', 'nima', 'rgnet']",0.443454,0.449625,-0.006171,2286,2292,-6,0.7616666666666667,rejected_low,False,rejected_low,teacher__165__ava__771080.jpg__5c814eda,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""strong light, limited separation"",
""long"": ""really strong lighting and good framing with a clear focus on the temple""
]
}",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis. Busier background.",,[],
ava__val__561740.jpg__66ba9af7,ava,val,data/processed/ava/val.csv,data/raw/ava/images/561740.jpg,/home/omen_pc1/ava/images/561740.jpg,561740.jpg,720,614,,,6.34375,0.0,0.0,0.0,0.0,1.0,0.007812,5.0,0.039062,21.0,0.164062,50.0,0.390625,30.0,0.234375,17.0,0.132812,2.0,0.015625,2.0,0.015625,5.650545,0.516727,0.373132,0.448888,"['alamp', 'nima', 'rgnet']",0.42537,0.424974,0.000396,2496,2591,-95,0.8316666666666667,rejected_low,False,rejected_low,teacher__166__ava__561740.jpg__b4ebf98b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,plain_text_fallback,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the building.\n\nComparison reason: The moon in the sky provides a clear and unobtrusive backdrop for the image. The brightness of the moon contrasts with the dark night sky, making it an excellent focal point without",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"{ ""short_reason"": ""rejected: clean subject emphasis, busier background"", ""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the building.\n\nComparison reason: The moon in the sky provides a clear and unobtrusive backdrop for the image. The brightness of the moon contrasts with the dark night sky, making it an excellent focal point without",,[],
ava__train__37042.jpg__0596c80b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/37042.jpg,/home/omen_pc1/ava/images/37042.jpg,37042.jpg,600,459,,,6.175676,0.0,0.0,0.0,0.0,4.0,0.027027,10.0,0.067568,35.0,0.236486,45.0,0.304054,26.0,0.175676,17.0,0.114865,11.0,0.074324,0.0,0.0,5.818929,0.535437,0.594281,0.462503,"['alamp', 'nima', 'rgnet']",0.522508,0.532743,-0.010235,1115,988,127,0.3713333333333333,middle_near_miss,False,middle_near_miss,teacher__167__ava__37042.jpg__275c5458,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""rejection of distraction in the image,""
""long"": ""The horse is running through a dirt arena with dust being kicked up by its hooves. The girl riding the",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis. Busier background.",,[],
ava__train__867456.jpg__3c9be29b,ava,train,data/processed/ava/train.csv,data/raw/ava/images/867456.jpg,/home/omen_pc1/ava/images/867456.jpg,867456.jpg,534,800,,,5.313726,2.0,0.009804,4.0,0.019608,12.0,0.058824,28.0,0.137255,83.0,0.406863,36.0,0.176471,24.0,0.117647,10.0,0.04902,3.0,0.014706,2.0,0.009804,6.044269,0.560474,0.560046,0.683541,"['alamp', 'nima', 'rgnet']",0.621836,0.609508,0.012328,271,300,-29,0.09,selected_high,True,selected_high,teacher__168__ava__867456.jpg__eee86404,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",,strict_json,"{
""short_reason"": ""selected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""busier background"", 
""long"": ""clean subject emphasis""
},
{
	""short"": null,
	""long"": null
}
]
}",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: selected because clean subject emphasis carries the frame despite busier background.,True,False,"selected: clean subject emphasis, busier background",'Clean subject emphasis. Busier background.,,[],
ava__train__682044.jpg__b77ee27c,ava,train,data/processed/ava/train.csv,data/raw/ava/images/682044.jpg,/home/omen_pc1/ava/images/682044.jpg,682044.jpg,720,647,,,5.351351,0.0,0.0,3.0,0.016216,6.0,0.032432,23.0,0.124324,78.0,0.421622,52.0,0.281081,15.0,0.081081,5.0,0.027027,3.0,0.016216,0.0,0.0,5.646915,0.516324,0.509589,0.412332,"['alamp', 'nima', 'rgnet']",0.461634,0.471696,-0.010062,2031,1950,81,0.6766666666666666,middle_near_miss,False,middle_near_miss,teacher__169__ava__682044.jpg__a93dac99,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""busy background"",
	""long"": ""distracts from main subject""
},
{
	""short"": """",
	""length"":",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
ava__train__831461.jpg__3a0118df,ava,train,data/processed/ava/train.csv,data/raw/ava/images/831461.jpg,/home/omen_pc1/ava/images/831461.jpg,831461.jpg,640,427,,,3.984375,12.0,0.0625,20.0,0.104167,31.0,0.161458,60.0,0.3125,43.0,0.223958,18.0,0.09375,7.0,0.036458,1.0,0.005208,0.0,0.0,0.0,0.0,5.517592,0.501955,0.506104,0.463911,"['alamp', 'nima', 'rgnet']",0.484593,0.488604,-0.004011,1646,1647,-1,0.5483333333333333,middle_near_miss,False,middle_near_miss,teacher__170__ava__831461.jpg__9d9d002c,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong subject emphasis in a clear image with no distractions""
},
{
	""short",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
aadb__val__farm1_329_20260447712_1bb50f84cc_b.jpg__7eaea7c0,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20260447712_1bb50f84cc_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_329_20260447712_1bb50f84cc_b.jpg,farm1_329_20260447712_1bb50f84cc_b.jpg,1024,685,0.35,farm1_329_20260447712_1bb50f84cc_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.144911,0.460546,0.52986,0.559735,"['alamp', 'nima', 'rgnet']",0.537866,0.531413,0.006453,919,1007,-88,0.306,middle_near_miss,False,middle_near_miss,teacher__171__aadb__farm1_329_20260447712_1bb50f84cc_b.jpg__8025e6e9,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the subject.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong subject emphasis in a clear image with no distractions""
},
{
	""short"":",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the subject.",,[],
ava__train__924964.jpg__15572aa1,ava,train,data/processed/ava/train.csv,data/raw/ava/images/924964.jpg,/home/omen_pc1/ava/images/924964.jpg,924964.jpg,562,784,,,6.477778,1.0,0.005556,0.0,0.0,2.0,0.011111,10.0,0.055556,24.0,0.133333,60.0,0.333333,48.0,0.266667,19.0,0.105556,9.0,0.05,7.0,0.038889,5.659647,0.517739,0.620778,0.476807,"['alamp', 'nima', 'rgnet']",0.538489,0.547734,-0.009245,913,826,87,0.304,middle_near_miss,False,middle_near_miss,teacher__172__ava__924964.jpg__6910f393,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong subject emphasis in a clear and well-lit image with no distractions""
},
{",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
ava__test__3151.jpg__78403c78,ava,test,data/processed/ava/test.csv,data/raw/ava/images/3151.jpg,/home/omen_pc1/ava/images/3151.jpg,3151.jpg,640,480,,,5.45768,2.0,0.00627,8.0,0.025078,31.0,0.097179,55.0,0.172414,67.0,0.210031,78.0,0.244514,39.0,0.122257,22.0,0.068966,12.0,0.037618,5.0,0.015674,5.682323,0.520258,0.550328,0.444704,"['alamp', 'nima', 'rgnet']",0.494509,0.503568,-0.009059,1515,1428,87,0.5046666666666667,middle_near_miss,False,middle_near_miss,teacher__173__ava__3151.jpg__91601971,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""rejection of a clear texture foreground with a busy background"",
    ""long"": ""The image has a clear textured foreground but a very busy",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
aadb__val__farm1_344_19649388044_e0a6d08b42_b.jpg__a23e834f,aadb,val,data/processed/aadb/val.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19649388044_e0a6d08b42_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_344_19649388044_e0a6d08b42_b.jpg,farm1_344_19649388044_e0a6d08b42_b.jpg,1024,680,0.7,farm1_344_19649388044_e0a6d08b42_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.120579,0.457842,0.530685,0.435942,"['alamp', 'nima', 'rgnet']",0.476029,0.481861,-0.005832,1796,1759,37,0.5983333333333334,middle_near_miss,False,middle_near_miss,teacher__174__aadb__farm1_344_19649388044_e0a6d08b42_b.jpg__05c1c6e4,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the tree."", ""The image has a clear focus on the tree and its details are well-defined.""],
""comparison_reason"": [
{
""short\_reason"": ""clean subject emphasis"",
""long_reason"": ""[The",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the tree."", ""The image has a clear focus on the tree and its details are well-defined.",,[],
ava__train__540024.jpg__cc389340,ava,train,data/processed/ava/train.csv,data/raw/ava/images/540024.jpg,/home/omen_pc1/ava/images/540024.jpg,540024.jpg,640,392,,,5.158333,0.0,0.0,0.0,0.0,4.0,0.033333,17.0,0.141667,66.0,0.55,26.0,0.216667,5.0,0.041667,0.0,0.0,2.0,0.016667,0.0,0.0,5.717685,0.524187,0.483036,0.549875,"['alamp', 'nima', 'rgnet']",0.520571,0.515944,0.004627,1143,1246,-103,0.3806666666666666,middle_near_miss,False,middle_near_miss,teacher__175__ava__540024.jpg__6542f8d5,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,strict_json,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""strong light, limited separation"",
""long"": ""clean subject emphasis and weaker framing.""
}
]
}",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,"rejected: clean subject emphasis, busier background",'Clean subject emphasis. Busier background.,,[],
aadb__train__farm1_374_20018733649_e62e43330f_b.jpg__aa918fb9,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_20018733649_e62e43330f_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_374_20018733649_e62e43330f_b.jpg,farm1_374_20018733649_e62e43330f_b.jpg,1024,768,0.15,farm1_374_20018733649_e62e43330f_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.655974,0.51733,0.476272,0.371915,"['alamp', 'nima', 'rgnet']",0.428199,0.440688,-0.012489,2463,2403,60,0.8206666666666667,rejected_low,False,rejected_low,teacher__176__aadb__farm1_374_20018733649_e62e43330f_b.jpg__336613ab,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",,field_recovery,"{
""short_reason"": ""rejected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis is strong. Busy background distracts from the main subject.""],
""comparison_reason"": [
{
""short"": ""clean subject emphasis"",
""long"": ""strong lighting and composition with a clear focus on the subject.""
},
{
	""short"":",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: not selected because busier background undercuts clean subject emphasis.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: not selected because busier background undercuts clean subject emphasis.,True,False,,"""Clean subject emphasis is strong. Busy background distracts from the main subject.",,[],
aadb__train__farm1_454_20188212845_aa4244c4fa_b.jpg__e3fc55e8,aadb,train,data/processed/aadb/train.csv,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_454_20188212845_aa4244c4fa_b.jpg,/home/omen_pc1/photo_score_project/data/raw/aadb/images/farm1_454_20188212845_aa4244c4fa_b.jpg,farm1_454_20188212845_aa4244c4fa_b.jpg,1024,820,0.55,farm1_454_20188212845_aa4244c4fa_b.jpg,,,,,,,,,,,,,,,,,,,,,,5.887278,0.543031,0.637108,0.574888,"['alamp', 'nima', 'rgnet']",0.59659,0.598108,-0.001518,413,367,46,0.1373333333333333,selected_high,True,selected_high,teacher__177__aadb__farm1_454_20188212845_aa4244c4fa_b.jpg__a753aa6e,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.","Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",,strict_json,"{
""short_reason"": ""selected: clean subject emphasis, busier background"",
""detailed_reason"": [""Clean subject emphasis. Busier background.""],
""comparison_reason"": [
{
""short"": ""busier background"", 
""long"": ""stronger light, limited separation""
},
{
	""short"": """", 
	""long"": """"
}
]
}",True,True,local_vila_worker,/home/omen_pc1/photo_score_project/checkpoints/VILA1.5-3b,"Strength: clean subject emphasis.
Weakness: busier background.
Verdict: selected because clean subject emphasis carries the frame despite busier background.",Strength: clean subject emphasis.,Weakness: busier background.,Verdict: selected because clean subject emphasis carries the frame despite busier background.,True,False,"selected: clean subject emphasis, busier background",'Clean subject emphasis. Busier background.,,[],
